,SPY,XLF,XLK,XLE,XLV,XLI,XLY,XLP,XLU,XLB,TLT,GLD,USO,HYG,UUP,^VIX
2016-07-26,0.000461513460671803,0.0008463535966534153,0.0021827503939193527,0.005807555448329893,-0.0017372132422108777,0.008244806061747934,-0.001224514590021819,-0.007786557192922761,-0.008771948858480094,0.007587174290974108,0.001585220623509187,0.0042152110508260066,-0.004948074483441367,-0.003855966928805632,-0.0011926318556918503,0.013889135668433639
2016-07-27,-0.001061807836320483,-0.00042347568655864976,0.008249822484937663,-0.009847755870843855,0.004536571706421633,-0.003942320227871221,-0.0030669784237926656,-0.015018542479075858,-0.011558528085200415,0.0012249592098609874,0.012376222971720807,0.015982694972101363,-0.01801853646613072,0.0030390815046770214,-0.004784710972829398,-0.01700197570338302
2016-07-28,0.0011540353921777324,0.0021132021162806325,0.0006484990680233338,0.0001494738219474101,-0.0009321689265249233,-0.0003434344041948201,0.0018409625592696877,0.004419064413490492,0.0038677734569096955,-0.0014292809046585475,-0.001850114947623105,-0.002894093409240739,-0.023506401253288622,-0.004210224310090105,-0.0003997688330668048,-0.008610593776210873
2016-07-29,0.0016131843826636683,-0.0016897264297219827,0.003666449270032679,0.010143433616668585,0.001996733206476975,-0.0029246279386669904,0.0011035337545619583,0.004948683873186699,0.005965399137280336,-0.005121561908286498,0.008299015119169972,0.010286811942904706,0.009264106521049698,0.0009372058411503126,-0.013687651048190475,-0.06916137992441973
2016-08-01,-0.0008295108219193992,-0.0025401348437759097,0.0019357827476529366,-0.033502211504986334,0.0063625038598784656,-0.0012071399088271484,0.0015915126846079986,0.0010958531568765473,0.0005755162384746271,-0.005560724019152197,-0.010900567364920732,0.001859067119480251,-0.03651948649422465,-0.005625709056732653,0.0028333128638986516,0.04690285459939947
2016-08-02,-0.006427754706060718,-0.008514866251607245,-0.007548808750866165,0.009013729023934491,-0.0038393694591958294,-0.009358642409628803,-0.015036280155833914,-0.0014617695500223071,-0.006540915375754963,-0.0026883041700038746,-0.010356469859654993,0.008092864929715837,-0.00853793069980302,-0.001420182848860918,-0.00689505171169813,0.07209632897453488
2016-08-03,0.002918543239222693,0.01020864749872974,0.003457924893743858,0.01913131889939823,-0.002789439182318887,0.004864029258931257,0.0028521639255001396,-0.0055018465875522615,-0.006001402074282236,0.0024819381578402577,0.000578044302508296,-0.004770787598633142,0.03785937591659572,0.004490546578963084,0.005681770815802789,-0.038891690441796634
2016-08-04,0.0010633113444873388,-0.0025422284067602163,0.005379296697577196,-0.0014931323444353772,-0.0014642031542129175,0.0003463308161104628,-0.0004957180983780063,0.0022048484418157877,-0.0005826804185220524,0.004122795788551237,0.0074854838644098365,0.0016954476164983134,0.015361343972484676,0.006347432913085704,0.0016173194600859198,-0.034813609464362294
2016-08-05,0.008145797885976691,0.018911788198608726,0.009610229130387893,0.009074018938634243,0.0023950008965556435,0.009996665570802588,0.010475478404318395,0.0016499492421759854,-0.01448176899974829,0.0032861757426463356,-0.010451316460160065,-0.01802544401051165,0.0020304072237298243,0.0022233648202409917,0.005238892609865431,-0.08657227504660048
2016-08-08,-0.0005961656436213048,0.0012482848579904449,-0.00021213191982605295,0.013239316843836058,-0.008541323449084537,0.001370754766755411,-0.003315255223605096,-0.0011002735973622002,-0.0003941405725131908,0.0020483537355158177,0.0018814700226084113,-0.0008627837547008355,0.024049327821701993,0.004083281893629387,0.0008035529948084985,0.009611227767642117
2016-08-09,0.0005961656436213048,0.0008314033239251728,0.0021232523368341916,-0.005274577302357475,0.0024092665042818595,-0.00034272604285812136,-0.002956729077978615,0.0031132388940684486,-0.0001969736878222328,-0.003074058359468612,0.00978862179701867,0.0040720231674322704,-0.002974785191462992,0.0034867235615516634,-0.0020100944683387745,0.01381713246670202
2016-08-10,-0.00247840158120205,-0.007925078587140977,-0.0031869322075892548,-0.010930803793874233,-0.0033480522898265974,-0.0005137657616822722,0.0020951395551338514,0.003649273909073436,0.0001969736878222328,0.00020514863884235623,0.003860416543870926,0.00467799451232942,-0.030244163516330858,-0.0018582776265319012,-0.00524514162165568,0.03290050792937693
2016-08-11,0.004629983664340642,0.0020917495594727775,0.0036111500555646714,0.014596626445993355,0.005752189877808789,0.0064923409866310955,0.009922301832229419,0.0,0.002363752377782191,0.004300236393515178,-0.008958868759952665,-0.006946906948685161,0.0440511230041114,0.0024383799974914133,0.002827682645896612,-0.031186672237139224
2016-08-12,-0.0008691299445500178,-0.0029295339423338618,-0.0010607922844050321,0.005546509864304383,-0.0025377095902596736,-0.002728339038902128,-0.00048798190728893687,0.0034550709571368188,0.0013759197522245081,-0.010682285927438695,0.008387828063273872,-0.0021170403750341293,0.02800762125066658,0.0008104285638519393,-0.0016148921605760869,-0.01119255004650066
2016-08-15,0.0028797224451260206,0.006683174788086443,0.004870407825359635,0.00797417476439577,0.0017372132422108777,0.006637364566625337,0.0019496762148460967,-0.0025446933073904887,-0.015442744611799064,0.01006887977093518,-0.009468212895723305,0.003447698256792364,0.024460318841707185,0.003008371287136047,-0.0016173194600859198,0.022261212258253504
2016-08-16,-0.005171158469509329,-0.002501018269275068,-0.007420765596519274,0.0015873318218417865,-0.008984622208662252,-0.004420191284249864,-0.005737040999937548,-0.0043768803528378974,-0.011841869232093849,-0.005329677680673051,-0.0026695376066641074,0.004915970173445139,0.014760401298199,-0.0020813296602213427,-0.008943250036621109,0.06791975014042428
2016-08-17,0.0018790646139548173,0.003333694692340128,-0.00042575285834400844,0.0030226860306084014,0.002018376155117352,0.0028925157084036535,-0.002328431553603405,0.0027376579524354128,0.014830251438328723,-0.0008227723138745091,0.005979701770447043,0.00023348078990270693,0.006389770285773366,0.0013890275337380409,0.0008164374530204022,-0.03625050681016839
2016-08-18,0.0022416326453056357,-0.0008326764230650596,0.00042575285834400844,0.02034658310247872,0.0004031262308501482,0.003053404630791512,-0.0006139536400713297,0.0034574951037060764,0.012257918310452975,0.006357182691493435,0.001578669041812475,0.004735854578728826,0.02781699500832957,0.003921026851983367,-0.0073712006305686195,-0.06437440456389032
2016-08-19,-0.0014630428325439482,-0.00041612766460552564,0.0006382896075249889,-0.008344189317521344,-0.000806233093885389,-0.0003387218383510415,0.0006139536400713297,-0.002364290817205461,-0.012257918310452975,0.0014299597944282816,-0.005248833309786427,-0.008868887925520319,0.003533569157841754,-0.00299769170543307,0.0036923921247500324,-0.007905192750934376
2016-08-22,-4.6067114383596675e-05,0.0,0.0,-0.011571197093092511,0.002014879741958353,-0.0008478831424629796,-0.0009821533327891707,0.0014554770159063146,0.0025828102206011394,-0.0014299597944282816,0.008399146949948921,-0.0014858453674486682,-0.03317201312645679,-0.0016179804519569352,0.0012278672334744556,0.07882098427504403
2016-08-23,0.002011859080385925,0.0012488040876705853,0.0036086703833144718,0.0070154882481441305,0.0009391638079696563,0.0008478831424629796,0.005022814167076728,-0.002001884324297265,-0.004374913721925111,0.008548586039350159,0.001071954945379261,-0.00015650499362607206,0.010879516492455998,0.0033488802409125107,-0.0008183483105899114,0.008924980470093935
2016-08-24,-0.005128114791538074,-0.00041660427217538043,-0.00552458215257845,-0.00400247031284362,-0.01581210595153859,-0.0030545176455207823,-0.004777471237248143,-0.0016408334878059705,-0.00039835707969482215,-0.011619592988197258,-0.002359198762278858,-0.0111768641429979,-0.024647569907777722,-0.0027708199772558118,0.0028611075826954213,0.08289681536635118
2016-08-25,-0.0006888118203107751,0.002079058624771868,0.002128314149564048,-0.0027256841502207863,-0.00848178460110649,-0.00016996074425179586,-0.0033205565085667743,-0.003839357945427224,0.0005979976022523203,0.004908961313063287,-0.0038010562586281438,-0.000870990125855009,0.011943193630250981,0.0018484131273406312,0.0,0.013294162237876161
2016-08-26,-0.0018853470935296102,0.0012445901108328883,0.00042511980275605765,-0.0034530537978829656,0.0038394777645978095,-0.002893761093656355,-0.002837527233794379,-0.005142580102547534,-0.020939239338579885,-0.005729517298173725,-0.005837252395482828,-0.001426988513934191,0.0,-0.0011547646966025837,0.0073201473387447535,0.001466239579774875
2016-08-29,0.004912199108430215,0.008672628092289969,0.0038184159696350584,0.006751184960625878,0.0021872635532700357,0.007134291066742016,0.003453389506549609,0.005874845439327814,0.008105613537956025,0.008988916091507981,0.013282439081791608,0.001981375674593444,-0.009174323698832865,0.00495486945275081,0.0008100621250135553,-0.0534162370395892
2016-08-30,-0.0016497846805396676,0.009005483115474,-0.003393386787505115,-0.0034416643453729634,-0.0034202379425316565,-0.002711999092670503,-0.005556567411034052,-0.005874845439327814,-0.01055026099511469,-0.002443528843417031,-0.0038588924168188043,-0.010106354775587967,-0.011121601164400197,0.0005749914009687274,0.0052493771801622735,0.013814518148433041
2016-08-31,-0.0028479114671702277,0.0008150391156656056,-0.0017008409727110596,-0.015928557586457615,-0.0030184727776862985,-0.0056164335349775385,-0.002603157632879771,0.0012877824185557607,0.004070992232770632,-0.010040089557357135,0.0014303474706434116,-0.0020015218438294013,-0.035091310288493105,-0.003913860705568428,-0.0004029204382303142,0.022608362435316387
2016-09-01,4.565158366087729e-05,-0.004080815166842999,0.0031869322075892548,-0.0029235743716595763,-0.002615263245644428,0.0008532251584090211,0.0019840724385717934,0.0003679347860368054,-0.005091308382132009,0.004110086885267261,0.0011030702300072193,0.004078880664930118,-0.02938499730908095,0.0019786516053748038,-0.0036326849265639893,0.004460934296802499
2016-09-02,0.004497737382233247,0.004487395797755589,0.004444800181060415,0.011209272207403753,0.001102386010987999,0.004932909551047082,0.001980248354608971,0.007690698976453358,0.013183486849055015,0.009999397534489862,-0.008190038809206435,0.01016445482850692,0.017734390876626094,0.004613622601682188,0.002423224925375056,-0.11796851704878542
2016-09-06,0.0030179890692707545,-0.0016291581883964845,0.005055862825833479,0.014942790697582087,0.0035723280916641897,-0.0028888438871317312,0.0018532742281607284,0.002187080302540334,0.010821603859886952,-0.0022362123893486796,0.007259185033865023,0.016766351430797855,0.014542240895091929,0.0011504193391522755,-0.011767206204501335,0.003333412713915518
2016-09-07,-9.119411253877274e-05,-0.00040758937030194176,0.0025185111869507892,0.00568809779253554,0.0,0.0011906118322380088,0.0004931953349820439,-0.00877542777466278,0.00019947171360046312,-0.0014257817499792047,-0.0007164538955173327,-0.003424413203932275,0.012434412668508088,-0.002762079327567335,0.0016312640864444283,-0.006677894369882864
2016-09-08,-0.00228551108120012,-0.0008162540710432431,-0.00820794527956581,0.018545626850561714,0.000822693119129525,-0.0008503143732054852,-0.008671816383266417,-0.005523857525180809,0.0033819306095783652,-0.00428843911978527,-0.012620148889147309,-0.005315481388614707,0.04097403417721246,-0.0018462264839640419,0.0012219596815921108,0.04663426995405162
2016-09-09,-0.024226191407299424,-0.01895377378802987,-0.024819471309989183,-0.03024169431673407,-0.020211140351221957,-0.028647250925369683,-0.024434039852721412,-0.027516929259530087,-0.038259653092191925,-0.02949340779809706,-0.0166119138213503,-0.0066053267601926535,-0.03434211097844031,-0.009631472676029151,0.0028448280569359774,0.33567253815473874
2016-09-12,0.014245492492828582,0.0111686791444785,0.016543688026382064,0.009851325901655716,0.014713733129440243,0.012698994460379254,0.013927354029265704,0.01861455347487695,0.017590804340748445,0.009441064205949257,0.0005161343707884569,-0.0012631537514558033,0.004710342158682046,0.003492188179344602,-0.0016246381720312897,-0.14354051078040708
2016-09-13,-0.014479850995882337,-0.017846745972768918,-0.007271339608709404,-0.028971262556663824,-0.01345618562346651,-0.014802048331020501,-0.014310165930905061,-0.012370934678866075,-0.013883475900117404,-0.018759015216308406,-0.011422734075603458,-0.006657679739988431,-0.02570350497500673,-0.007697157797476706,0.004056795810817082,0.1633431594474395
2016-09-14,-0.00037508788410978156,-0.0025158175803210447,0.004711187877927792,-0.01191600934116721,0.0,-0.0008775463271990525,0.0001270804362025757,-0.003022403980135202,0.0038986219906869124,-0.00234329136357303,0.0014912399467030824,0.003413652381389909,-0.027372161717464927,-0.0002348008094097409,-0.0024321576387857924,0.016115881443765634
2016-09-15,0.009943358768819799,0.005860189716271336,0.01631546635390224,0.012355043172409985,0.01028199562377985,0.007870567692942032,0.0072437082747423,0.008101701194572986,0.007548961937822618,0.006377511253808699,-0.0043297958067931575,-0.006440074325495537,0.004943182533094337,0.005838751970341782,-0.0004060280343018974,-0.10695435003365228
2016-09-16,-0.003873062653843462,-0.009522184367903641,-0.0036788838995516215,-0.00810674286982005,0.000679666143455826,-0.008408450332026973,-0.0021629464665946507,-0.003252664838865549,0.009709853391728362,-0.0040125162678652515,0.008047485864856263,-0.002475784418471072,-0.013902939027251371,0.00023276180803533109,0.008087562853249963,-0.058747510901842936
2016-09-19,0.00018709466184141377,0.006355742155006894,-0.0019082072995679766,-0.0005932274667777016,-0.0036118951322956505,0.004406732944018721,-0.0007646629811186578,-0.002086292639952525,0.009898620062543717,0.0014961166449976027,-0.0032712384897797264,0.002076861031547139,-0.002002048538777501,0.0005818915416986314,-0.0024193161867933632,0.010356069861438666
2016-09-20,4.693522188592425e-05,0.0005182297661932012,-0.0006368193793964139,-0.007295486558525965,0.003056904357717549,0.000878751837687819,0.0007646629811186578,0.002654407460624064,-0.0018110992599713605,-0.002994574260133387,0.0034937355250974633,0.000957112416020145,0.008977631969762534,-0.0011639724108900573,0.0016134049255955851,0.02480256524236024
2016-09-21,0.011182804294792348,0.006191789249761381,0.011192118724981714,0.022897819772000005,0.009941159102383246,0.012919293896271888,0.009633756219369793,0.005475356217925054,0.020134085468715313,0.015092644549358436,0.008054369987864796,0.014483211562644094,0.03224509304251466,0.008234984986587701,-0.004443465918964495,-0.17981213563989495
2016-09-22,0.006281551486977399,0.002055009385709017,0.006071526520488035,0.001167668553056167,0.007527571484896356,0.007086726596365445,0.0072898441471838105,0.008810302089104827,0.006099612658185372,0.003159530375162589,0.007917843795732793,0.002354443530493633,0.012422531319477237,0.003343995822405077,-0.001215246847922291,-0.10119208237811428
2016-09-23,-0.005494175676949986,-0.005146465336413719,-0.008804847167169338,-0.0133637397687707,-0.003140967244418036,-0.005873082641230543,-0.0022568588798641542,-0.0044892420952304946,-0.0007849626140297161,-0.005060306063262576,-0.0009501040950299355,0.0006269244831305087,-0.03282149473165319,-0.0011509441306434276,0.00040518472290873575,0.022213953283479082
2016-09-26,-0.008135208590934084,-0.01612511669892358,-0.005913771399336021,-0.004445004057719082,-0.011694513708490284,-0.004340774953418336,-0.011106881369650878,-0.008471850018958005,-0.002555315649867218,-0.004660831297008006,0.006338754144090686,-0.0007836871273143586,0.023279492216734532,-0.0043902548770078376,-0.0020281235480741344,0.1653627289524886
2016-09-27,0.0061888386936219675,0.007834995708656756,0.010954386795538618,-0.006704901092046356,0.0070330450120170696,0.006936068566079534,0.010102160410241812,0.004150790025083673,-0.013074763042196125,0.002968585127557155,0.007307908528755291,-0.00731797170627857,-0.027212630367531965,0.0028899926603864756,0.0008117060309453805,-0.10153639009959692
2016-09-28,0.0049510704441155795,0.004671557925016945,0.00188384293836652,0.04229793382531133,-0.001513199200691595,0.007745787898107537,0.0027605308532341333,0.0016932157379887514,-0.001396821053797126,0.011368689384168018,-0.002164770329907917,-0.003164070980187006,0.048086188432108656,0.00667297370918396,0.0008112327942200181,-0.05572253597621568
2016-09-29,-0.00908831234769547,-0.014081018243675025,-0.006082900128516311,-0.0017213092940653318,-0.01777344510181944,-0.007918826532490542,-0.00515009302976166,-0.00982297941653787,-0.015089089558855573,-0.00777566752661718,0.0025260291004292057,-0.0011891200048346207,0.02044683426829419,-0.003791235187976305,0.0008102978104940206,0.12359519090648874
2016-09-30,0.007518000011952353,0.013562993197211437,0.0052460060029231315,0.013545554768834123,0.010175340430700786,0.00894719311977843,0.008027992044115528,0.010010399223706834,-0.006916248095196309,0.007356898112631072,-0.008977962114922633,-0.00341663600998654,0.005504639504404274,0.004364602347657787,-0.00040511308758528486,-0.053473044402402525
2016-10-03,-0.0024072648138799835,-0.0046739842017125,-0.0029343473145333476,-0.0007086312433104425,-0.0008321652525111745,0.0008561136376377121,-0.0006252056731854694,-0.006410069210996738,-0.014184621370296746,-0.0012574586477849259,-0.0033050576129101117,-0.0025502061636872853,0.015433812575551542,-0.0006222969637068587,0.0020238339403815253,0.020849581502971226
2016-10-04,-0.005110735198072369,0.004155690666210354,-0.0035747951472488992,-0.010256273141502348,-0.0019450617634433343,-0.00842123528129024,-0.003506362352921677,-0.008547769421639373,-0.02113286627176514,-0.013723331405535166,-0.01176416323817886,-0.03532787258610437,-0.0009013275636027274,-0.0017285735107122058,0.004438179694677302,0.0044118027469197685
2016-10-05,0.004415420520762936,0.01594313885394394,0.0035747951472488992,0.015204573460689819,0.0038863476048369705,0.006365669926490458,0.004131568026107146,-0.0009545200263496589,-0.0021172158367588345,0.006779733579040936,-0.004669912460979475,-0.0015718922897907106,0.023173962415751426,0.0026498177865570405,0.001207118719820599,-0.04809344104203417
2016-10-06,0.0006953146773094332,0.0015291647338107062,0.0023063272446077754,0.0015501114195983767,-0.003747480939630954,0.0,0.0007494785282311511,0.0019081298129917101,-0.00021141828195681,0.008201056474279156,-0.005588869837642285,-0.009316280206748573,0.013998465082188716,0.0005749980095228757,0.005213496584480559,-0.011614502917052238
2016-10-07,-0.003435333814659991,-0.0005096946557543447,-0.002726223492369062,-0.005789780495475405,-0.0006950263036022974,-0.012945983467134159,-0.004505108648843681,-0.0026719475481353783,-0.0012727537238141906,-0.018814841569402496,0.0006724479933648553,0.0006682890904556871,-0.015762174313151966,0.0022983041436064333,-0.0016014075259001004,0.04864176137982401
2016-10-10,0.005195049208633229,0.005084135325926109,0.006905974576091101,0.015597985904890699,0.004580586422683552,0.001041702909367892,0.0016294744398619443,0.0,0.008242669827458471,0.005957690781960956,-0.005916893180700988,0.0035015108361351466,0.02956738452996177,0.00286411973859213,0.003998492840058265,-0.007446008272215643
2016-10-11,-0.012710252894413188,-0.009170019948714803,-0.011325785497384722,-0.011498873603445148,-0.025388585123022445,-0.010467212567233819,-0.012219576477485727,-0.005172800744137618,-0.011430996284150119,-0.013669878514007028,-0.002255774690109291,-0.005089499061391223,-0.0077419872796520295,-0.005622454640354491,0.007553188573174552,0.13800564211456878
2016-10-12,0.0013112296682997737,-0.0010236461735768643,0.0016864902746123178,-0.004240750011686778,-0.0046991599987054045,0.0019270079393747253,0.0046790379827377215,0.005554593099968308,0.009745868111107114,-0.0019368021795447277,0.0009782329784107091,0.0015879882252560762,-0.01303796105016275,-0.0003452355325759271,0.002768411378240465,0.03518112739122037
2016-10-13,-0.0032808015082324005,-0.009781868330894117,-0.006337671825118019,-0.005539414942435705,0.0004283081282432377,-0.00035027549446597916,-0.003665321313842007,0.00019140973803599692,0.012362604118608012,-0.005185227725291064,0.0037538136826205104,0.002418993710638695,0.005235567434310973,-0.002534982507122585,-0.00356082164939453,0.047861936913397685
